review_group_id,row_in_group,review_type,group_size,distinct_standard_doi_count,group_source_combo,group_journal_combo,meta_dedup_key,year,first_author,title,title_source_field,journal,source_db_group,source_db_primary,doi,registered_doi,standard_doi_key,dedup_group_size,dedup_match_basis,cited_count,institution,institution_extracted,institution_norm,review_note
C017,2,doi_conflict,2,2,WOS,ENERGY & FUELS,analysisofsequentialadsorptionoxidationofvocsonatomiclayerdepositedptnizrosub2subsiosub2subdualfunctionmaterials|2022|adebayo|energyfuels,2022,Adebayo,Analysis of Sequential Adsorption-Oxidation of VOCs on Atomic Layer-Deposited PtNi/ZrO<sub>2</sub>-SiO<sub>2 </sub>Dual-Function Materials,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c01013energyfuels2022,,10.1021/acs.energyfuels.2c01013energyfuels2022,1,single,2.0,"[Adebayo, Busuyi O.; Yu, Han; Rownaghi, Ali A.; Liang, Xinhua; Rezaei, Fateme] Missouri Univ Sci & Technol, Dept Chem & Biochem Engn, Rolla, MO 65409 USA",Missouri Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C018,1,doi_conflict,2,2,WOS,ENERGY & FUELS,assessmentofthefeasibilityofznairbatterieswithalkalineelectrolytesworkingatsubzerotemperatures|2022|ma|energyfuels,2022,Ma,Assessment of the Feasibility of Zn-Air Batteries with Alkaline Electrolytes Working at Sub-Zero Temperatures,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c02509,,10.1021/acs.energyfuels.2c02509,1,single,2.0,"[Ma, Yanyi; Yu, Wentao; Shang, Wenxu; Xiao, Xu; Zhao, Zhongxi; Tan, Peng] Univ Sci & Technol China USTC, Dept Thermal Sci & Energy Engn, Hefei 230026, Anhui, Peoples R China",Univ Sci & Technol China USTC,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C018,2,doi_conflict,2,2,WOS,ENERGY & FUELS,assessmentofthefeasibilityofznairbatterieswithalkalineelectrolytesworkingatsubzerotemperatures|2022|ma|energyfuels,2022,Ma,Assessment of the Feasibility of Zn-Air Batteries with Alkaline Electrolytes Working at Sub-Zero Temperatures,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c0250911227,,10.1021/acs.energyfuels.2c0250911227,1,single,2.0,"[Ma, Yanyi; Yu, Wentao; Shang, Wenxu; Xiao, Xu; Zhao, Zhongxi; Tan, Peng] Univ Sci & Technol China USTC, Dept Thermal Sci & Energy Engn, Hefei 230026, Anhui, Peoples R China",Univ Sci & Technol China USTC,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C019,1,doi_conflict,2,2,WOS,ENERGY & FUELS,constructionofmncobtccmicrospheresbyannealingabimetalorganicframeworkwithenhancedlithiumstorage|2022|zheng|energyfuels,2022,Zheng,Construction of MnCo-BTC@C Microspheres by Annealing a Bimetal-Organic Framework with Enhanced Lithium Storage,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c01489,,10.1021/acs.energyfuels.2c01489,1,single,0.0,"[Zheng, Wen; Fang, Yaobing; Yuan, Wenhui] South China Univ Technol, Sch Chem & Chem Engn, Guangzhou 510640, Peoples R China; [Zheng, Wen; Fang, Yaobing; Li, Li; Yuan, Wenhui] South China Univ Technol, Zhuhai Inst Modern Ind Innovat, Guangdong Engn Technol Res Ctr Adv Insulating Coat, Zhuhai 519175, Peoples R China; [Li, Li] South China Univ Technol, Sch Environm & Energy, Guangzhou 510006, Peoples R China",South China Univ Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C019,2,doi_conflict,2,2,WOS,ENERGY & FUELS,constructionofmncobtccmicrospheresbyannealingabimetalorganicframeworkwithenhancedlithiumstorage|2022|zheng|energyfuels,2022,Zheng,Construction of MnCo-BTC@C Microspheres by Annealing a Bimetal-Organic Framework with Enhanced Lithium Storage,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c014898471,,10.1021/acs.energyfuels.2c014898471,1,single,0.0,"[Zheng, Wen; Fang, Yaobing; Yuan, Wenhui] South China Univ Technol, Sch Chem & Chem Engn, Guangzhou 510640, Peoples R China; [Zheng, Wen; Fang, Yaobing; Li, Li; Yuan, Wenhui] South China Univ Technol, Zhuhai Inst Modern Ind Innovat, Guangdong Engn Technol Res Ctr Adv Insulating Coat, Zhuhai 519175, Peoples R China; [Li, Li] South China Univ Technol, Sch Environm & Energy, Guangzhou 510006, Peoples R China",South China Univ Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C020,1,doi_conflict,2,2,WOS,ENERGY & FUELS,developmentofadownholemeasurementsystemforphasebehaviorofreservoircrudeoilsandretrogradecondensates|2022|harrison|energyfuels,2022,Harrison,Development of a Downhole Measurement System for Phase Behavior of Reservoir Crude Oils and Retrograde Condensates,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c00958,,10.1021/acs.energyfuels.2c00958,1,single,1.0,"[Harrison, Christopher; Sullivan, Matthew; Smythe, Elizabeth Elizabeth J.; Mullins, Oliver C.] Schlumberger Doll Res Ctr, Cambridge, MA 02139 USA",Schlumberger Doll Res Ctr,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C020,2,doi_conflict,2,2,WOS,ENERGY & FUELS,developmentofadownholemeasurementsystemforphasebehaviorofreservoircrudeoilsandretrogradecondensates|2022|harrison|energyfuels,2022,Harrison,Development of a Downhole Measurement System for Phase Behavior of Reservoir Crude Oils and Retrograde Condensates,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c009588624,,10.1021/acs.energyfuels.2c009588624,1,single,0.0,"[Harrison, Christopher; Sullivan, Matthew; Smythe, Elizabeth Elizabeth J.; Mullins, Oliver C.] Schlumberger Doll Res Ctr, Cambridge, MA 02139 USA",Schlumberger Doll Res Ctr,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C021,1,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,effectofentrainerthermodynamicpropertiesontheseparationofternarymixturescontainingtwominimumboilingazeotropesbyextractivedistillation|2022|dai|industrialengineeringchemistryresearch,2022,Dai,Effect of Entrainer Thermodynamic Properties on the Separation of Ternary Mixtures Containing Two Minimum Boiling Azeotropes by Extractive Distillation,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c02306,,10.1021/acs.iecr.2c02306,1,single,0.0,"[Dai, Yasen; Zhou, Xiangyu; Chu, Xiaojun; Li, Chen; Su, Zihao; Zhu, Zhaoyou; Cui, Peizhe; Qi, Jianguang; Wang, Yinglong] Qingdao Univ Sci & Technol, Coll Chem Engn, Qingdao 266042, Peoples R China",Qingdao Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C021,2,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,effectofentrainerthermodynamicpropertiesontheseparationofternarymixturescontainingtwominimumboilingazeotropesbyextractivedistillation|2022|dai|industrialengineeringchemistryresearch,2022,Dai,Effect of Entrainer Thermodynamic Properties on the Separation of Ternary Mixtures Containing Two Minimum Boiling Azeotropes by Extractive Distillation,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c0230615273,,10.1021/acs.iecr.2c0230615273,1,single,8.0,"[Dai, Yasen; Zhou, Xiangyu; Chu, Xiaojun; Li, Chen; Su, Zihao; Zhu, Zhaoyou; Cui, Peizhe; Qi, Jianguang; Wang, Yinglong] Qingdao Univ Sci & Technol, Coll Chem Engn, Qingdao 266042, Peoples R China",Qingdao Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C022,1,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,effectofpolyisobutyleneonthevolumetricpropertiesandviscosityofapolyαolefinbaseoil|2022|avery|industrialengineeringchemistryresearch,2022,Avery,Effect of Polyisobutylene on the Volumetric Properties and Viscosity of a Poly(α-olefin) Base Oil,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c00746,,10.1021/acs.iecr.2c00746,1,single,0.0,"[Avery, Katrina; Roach, Mackenzie; Kiran, Erdogan; Hassler, John] Virginia Tech, Dept Chem Engn, Blacksburg, VA 24061 USA; [Devlin, Mark T.] Afton Chem Corp, Richmond, VA 23219 USA",Afton Chem Corp | Virginia Tech,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C022,2,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,effectofpolyisobutyleneonthevolumetricpropertiesandviscosityofapolyαolefinbaseoil|2022|avery|industrialengineeringchemistryresearch,2022,Avery,Effect of Polyisobutylene on the Volumetric Properties and Viscosity of a Poly(α-olefin) Base Oil,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c0074611168,,10.1021/acs.iecr.2c0074611168,1,single,0.0,"[Avery, Katrina; Roach, Mackenzie; Kiran, Erdogan; Hassler, John] Virginia Tech, Dept Chem Engn, Blacksburg, VA 24061 USA; [Devlin, Mark T.] Afton Chem Corp, Richmond, VA 23219 USA",Afton Chem Corp | Virginia Tech,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C023,1,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,efficientsynthesisofc4compoundwithlowcarbonemissionfromacetaldehydealdolcondensationcatalyzedbyregulableacidicalkalinealmgsitesofcumgalo|2022|yan|industrialengineeringchemistryresearch,2022,Yan,Efficient Synthesis of C4 Compound with Low Carbon Emission from Acetaldehyde: Aldol Condensation Catalyzed by Regulable Acidic-Alkaline Al/Mg Sites of CuMgAlO,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c0045,,10.1021/acs.iecr.2c0045,1,single,0.0,"[Ma, Yiming; Liang, Jinhua] Nanjing Tech Univ, Coll Biotechnol & Pharmaceut Engn, Nanjing 211816, Peoples R China; [Yan, Shichang; He, Haiming; Shen, Jiecan; Shi, Yu; Xu, Songsong; Liu, Boqing; Ren, Xiaoqian] Nanjing Tech Univ, Coll Chem Engn, Nanjing 211816, Peoples R China; [Xu, Wenlong; Xiao, Qingbo; Zhang, Zhiyang; Hu, Mi] Jiangsu Acad Agr Sci, Inst Agr Resources & Environm, Nanjing 210014, Peoples R China",Jiangsu Acad Agr Sci | Nanjing Tech Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C023,2,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,efficientsynthesisofc4compoundwithlowcarbonemissionfromacetaldehydealdolcondensationcatalyzedbyregulableacidicalkalinealmgsitesofcumgalo|2022|yan|industrialengineeringchemistryresearch,2022,Yan,Efficient Synthesis of C4 Compound with Low Carbon Emission from Acetaldehyde: Aldol Condensation Catalyzed by Regulable Acidic-Alkaline Al/Mg Sites of CuMgAlO,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c00456,,10.1021/acs.iecr.2c00456,1,single,0.0,"[Ma, Yiming; Liang, Jinhua] Inst Agr Resources & Environm, Jiangsu Acad Agr Sci, Nanjing 210014, Peoples R China; [Yan, Shichang; He, Haiming; Shen, Jiecan; Shi, Yu; Xu, Songsong; Liu, Boqing; Ren, Xiaoqian] Nanjing Tech Univ, Coll Chem Engn, Nanjing 211816, Peoples R China",Inst Agr Resources & Environm | Nanjing Tech Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C024,1,doi_conflict,2,2,WOS,ENERGY & FUELS,electrospinningpreparationofahighrateselfsupportedcathodeforrechargeableaqueouszincionbatteries|2022|liu|energyfuels,2022,Liu,Electrospinning Preparation of a High-Rate Self-Supported Cathode for Rechargeable Aqueous Zinc-Ion Batteries,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c02633,,10.1021/acs.energyfuels.2c02633,1,single,3.0,"[Liu, Jie; Zhan, Li; Sun, Kailing; Huang, Kai; Wei, Tongye; Wang, Chengxin] Xiangtan Univ, Hunan Inst Adv Sensing & Informat Technol, Xiangtan 411105, Hunan, Peoples R China",Xiangtan Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C024,2,doi_conflict,2,2,WOS,ENERGY & FUELS,electrospinningpreparationofahighrateselfsupportedcathodeforrechargeableaqueouszincionbatteries|2022|liu|energyfuels,2022,Liu,Electrospinning Preparation of a High-Rate Self-Supported Cathode for Rechargeable Aqueous Zinc-Ion Batteries,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c0263313278,,10.1021/acs.energyfuels.2c0263313278,1,single,0.0,"[Liu, Jie; Zhan, Li; Sun, Kailing; Huang, Kai; Wei, Tongye; Wang, Chengxin] Xiangtan Univ, Hunan Inst Adv Sensing & Informat Technol, Xiangtan 411105, Hunan, Peoples R China",Xiangtan Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C025,1,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,enrichmentoflowqualitymethanebyvariouscombinationsofvacuumandtemperatureswingadsorptionprocesses|2022|bae|industrialengineeringchemistryresearch,2022,Bae,Enrichment of Low-Quality Methane by Various Combinations of Vacuum and Temperature Swing Adsorption Processes,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c01890,,10.1021/acs.iecr.2c01890,1,single,0.0,"[Bae, Jun-Seok; Yu, Xin Xiang; Su, Shi] CSIRO Mineral Resources, Pullenvale, Qld 4069, Australia",CSIRO Mineral Resources,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C025,2,doi_conflict,2,2,WOS,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,enrichmentoflowqualitymethanebyvariouscombinationsofvacuumandtemperatureswingadsorptionprocesses|2022|bae|industrialengineeringchemistryresearch,2022,Bae,Enrichment of Low-Quality Methane by Various Combinations of Vacuum and Temperature Swing Adsorption Processes,title_cn_en,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,WOS,WOS,10.1021/acs.iecr.2c0189014298,,10.1021/acs.iecr.2c0189014298,1,single,1.0,"[Bae, Jun-Seok; Yu, Xin Xiang; Su, Shi] CSIRO Mineral Resources, Pullenvale, Qld 4069, Australia",CSIRO Mineral Resources,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C026,1,doi_conflict,3,3,WOS,JOURNAL OF OLEO SCIENCE,eulogyfordrrobertkyu|2022|itoh|journalofoleoscience,2022,Itoh,Eulogy for Dr. Robert K.Yu,title_cn_en,JOURNAL OF OLEO SCIENCE,WOS,WOS,10.5650/jos.ess22089,,10.5650/jos.ess22089,1,single,0.0,"[Itoh, Toshihiro] Kitasato Res Ctr Environm Sci, Sagamihara, Japan",Kitasato Res Ctr Environm Sci,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C026,2,doi_conflict,3,3,WOS,JOURNAL OF OLEO SCIENCE,eulogyfordrrobertkyu|2022|itoh|journalofoleoscience,2022,Itoh,Eulogy for Dr. Robert K. Yu,title_cn_en,JOURNAL OF OLEO SCIENCE,WOS,WOS,10.5650/jos.ess22135,,10.5650/jos.ess22135,1,single,0.0,"[Itoh, Toshihiro] Kitasato Res Ctr Environm Sci, Sagamihara, Japan",Kitasato Res Ctr Environm Sci,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C026,3,doi_conflict,3,3,WOS,JOURNAL OF OLEO SCIENCE,eulogyfordrrobertkyu|2022|itoh|journalofoleoscience,2022,Itoh,Eulogy for Dr. Robert K. Yu,title_cn_en,JOURNAL OF OLEO SCIENCE,WOS,WOS,10.5650/jos.ess22601,,10.5650/jos.ess22601,1,single,0.0,"[Itoh, Toshihiro] Kitasato Res Ctr Environm Sci, Sagamihara, Kanagawa, Japan",Kitasato Res Ctr Environm Sci,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C027,1,doi_conflict,2,2,WOS,ENERGY & FUELS,experimentalresearchontheinfluenceofparticlesizeonsandproductionduringgashydratedissociationviadepressurization|2022|xu|energyfuels,2022,Xu,Experimental Research on the Influence of Particle Size on Sand Production during Gas Hydrate Dissociation via Depressurization,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c00217,,10.1021/acs.energyfuels.2c00217,1,single,7.0,"[Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan; Li, Gang] Chinese Acad Sci, Guangzhou Inst Energy Convers, Guangzhou 510640, Guangdong, Peoples R China; [Xu, Ya-Ting; Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan] Chinese Acad Sci, Guangzhou Inst Energy Convers, Key Lab Gas Hydrate, Guangzhou 510640, Guangdong, Peoples R China; [Xu, Ya-Ting; Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan] Guangdong Prov Key Lab New & Renewable Energy Res, Guangzhou 510640, Guangdong, Peoples R China",Chinese Acad Sci | Guangdong Prov Key Lab New & Renewable Energy Res,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C027,2,doi_conflict,2,2,WOS,ENERGY & FUELS,experimentalresearchontheinfluenceofparticlesizeonsandproductionduringgashydratedissociationviadepressurization|2022|xu|energyfuels,2022,Xu,Experimental Research on the Influence of Particle Size on Sand Production during Gas Hydrate Dissociation via Depressurization,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c0021710541,,10.1021/acs.energyfuels.2c0021710541,1,single,6.0,"[Xu, Ya-Ting; Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan; Li, Gang; Deng, Fu-Cheng] Chinese Acad Sci, Guangzhou Inst Energy Convers, Guangzhou 510640, Guangdong, Peoples R China; [Xu, Ya-Ting; Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan; Li, Gang; Deng, Fu-Cheng] Chinese Acad Sci, Guangzhou Inst Energy Convers, Key Lab Gas Hydrate, Guangzhou 510640, Guangdong, Peoples R China; [Xu, Ya-Ting; Wang, Yi; Li, Xiao-Sen; Li, Xiao-Yan; Li, Gang; Deng, Fu-Cheng] Guangdong Prov Key Lab New & Renewable Energy Res, Guangzhou 510640, Guangdong, Peoples R China; [Xu, Ya-Ting] Univ Chinese Acad Sci, Beijing 100049, Peoples R China",Chinese Acad Sci | Guangdong Prov Key Lab New & Renewable Energy Res | Univ Chinese Acad Sci,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C028,1,doi_conflict,2,2,WOS,ENERGY & FUELS,fabricationofzirconiumdopedactivatedcarbonbychemicalactivationforcatalytictransferhydrogenationof5hydroxymethylfurfuralinto25dihydroxymethylfuran|2022|wang|energyfuels,2022,Wang,"Fabrication of Zirconium-Doped Activated Carbon by Chemical Activation for Catalytic Transfer Hydrogenation of 5-Hydroxymethylfurfural into 2,5-Dihydroxymethylfuran",title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c02095,,10.1021/acs.energyfuels.2c02095,1,single,0.0,"[Wang, Yue; Qi, Zhaohua; Liu, Huai; Zhang, Junhua; Peng, Lincai] Kunming Univ Sci & Technol, Fac Chem Engn, Kunming 650500, Yunnan, Peoples R China",Kunming Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C028,2,doi_conflict,2,2,WOS,ENERGY & FUELS,fabricationofzirconiumdopedactivatedcarbonbychemicalactivationforcatalytictransferhydrogenationof5hydroxymethylfurfuralinto25dihydroxymethylfuran|2022|wang|energyfuels,2022,Wang,"Fabrication of Zirconium-Doped Activated Carbon by Chemical Activation for Catalytic Transfer Hydrogenation of 5-Hydroxymethylfurfural into 2,5-Dihydroxymethylfuran",title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c0209513796energy,,10.1021/acs.energyfuels.2c0209513796energy,1,single,2.0,"[Wang, Yue; Qi, Zhaohua; Liu, Huai; Zhang, Junhua; Peng, Lincai] Kunming Univ Sci & Technol, Fac Chem Engn, Kunming 650500, Yunnan, Peoples R China",Kunming Univ Sci & Technol,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C029,1,doi_conflict,2,2,WOS,ENERGY & FUELS,gassensingtechnologyforthedetectionandearlywarningofbatterythermalrunawayareview|2022|wang|energyfuels,2022,Wang,Gas Sensing Technology for the Detection and Early Warning of Battery Thermal Runaway: A Review,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c01121,,10.1021/acs.energyfuels.2c01121,1,single,26.0,"[Wang, Ze; Zhu, Lei; Liu, Jianwei; Wang, Jianan; Yan, Wei] Xi An Jiao Tong Univ, Dept Environm Sci & Engn, Xian Key Lab Solid Waste Recycling & Resource Rec, State Key Lab Multiphase Flow Power Engn,Sch Ener, Xian 710049, Peoples R China; [Zhu, Lei] Weinan Normal Univ, Sch Phys & Elect Engn, Weinan 714099, Peoples R China; [Wang, Jianan] Univ Surrey, Fac Engn & Phys Sci, Dept Chem & Proc Engn, Guildford GU2 7XH, Surrey, England",Univ Surrey | Weinan Normal Univ | Xi An Jiao Tong Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C029,2,doi_conflict,2,2,WOS,ENERGY & FUELS,gassensingtechnologyforthedetectionandearlywarningofbatterythermalrunawayareview|2022|wang|energyfuels,2022,Wang,Gas Sensing Technology for the Detection and Early Warning of Battery Thermal Runaway: A Review,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c011216038,,10.1021/acs.energyfuels.2c011216038,1,single,24.0,"[Wang, Ze; Zhu, Lei; Liu, Jianwei; Wang, Jianan; Yan, Wei] Xi An Jiao Tong Univ, Dept Environm Sci & Engn, Xian Key Lab Solid Waste Recycling & Resource Rec, State Key Lab Multiphase Flow Power Engn,Sch Ener, Xian 710049, Peoples R China; [Zhu, Lei] Weinan Normal Univ, Sch Phys & Elect Engn, Weinan 714099, Peoples R China; [Wang, Jianan] Univ Surrey, Dept Chem & Proc Engn, Fac Engn & Phys Sci, Guildford GU2 7XH, Surrey, England",Univ Surrey | Weinan Normal Univ | Xi An Jiao Tong Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C030,1,doi_conflict,2,2,WOS,ENERGY & FUELS,generationandregenerationofthecspsup3supfbondand14nadhnadphvianewlydesignedsgcsub3subnsub4subfesub2subosub3sublcphotocatalystsundersolarlight|2022|singh|energyfuels,2022,Singh,"Generation and Regeneration of the C(sp<SUP>3</SUP>)-F Bond and 1,4-NADH/NADPH via Newly Designed S-gC<sub>3</sub>N<sub>4</sub>@Fe<sub>2</sub>O<sub>3</sub>/LC Photocatalysts under Solar Light",title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.1c03697,,10.1021/acs.energyfuels.1c03697,1,single,9.0,"[Singh, Satyam; Yadav, Rajesh K.; Singh, Chandani; Singh, Pooja; Chaubey, Surabhi] Madan Mohan Malaviya Univ Technol, Dept Chem & Environm Sci, Gorakhpur 273010, Uttar Pradesh, India; [Singh, Atul. P.] Chandigarh Univ, Dept Chem, Mohali 140413, Punjab, India; [Gupta, Sarvesh K.] Madan Mohan Malaviya Univ Technol, Dept Phys & Mat Sci, Nano & Energy Storage Lab NanoESL, Gorakhpur 273010, Uttar Pradesh, India; [Tiwary, Dhanesh] BHU, Dept Chem, IIT, Banaras Hindu Univ Campus, Varanasi 221005, Uttar Pradesh, India; [Kim, Tae Wu] Mokpo Natl Univ, Dept Chem, Muan 58554, Jeollanam, South Korea; [Baeg, Jin-Ook] Korea Res Inst Chem Technol, Daejeon 34114, South Korea",BHU | Chandigarh Univ | Korea Res Inst Chem Technol | Madan Mohan Malaviya Univ Technol | Mokpo Natl Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C030,2,doi_conflict,2,2,WOS,ENERGY & FUELS,generationandregenerationofthecspsup3supfbondand14nadhnadphvianewlydesignedsgcsub3subnsub4subfesub2subosub3sublcphotocatalystsundersolarlight|2022|singh|energyfuels,2022,Singh,"Generation and Regeneration of the C(sp<SUP>3</SUP>)-F Bond and 1,4-NADH/NADPH via Newly Designed S-gC<sub>3</sub>N<sub>4</sub>@Fe<sub>2</sub>O<sub>3</sub>/LC Photocatalysts under Solar Light",title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.1c036978402,,10.1021/acs.energyfuels.1c036978402,1,single,9.0,"[Singh, Satyam; Yadav, Rajesh K.; Singh, Chandani; Singh, Pooja; Chaubey, Surabhi] Madan Mohan Malaviya Univ Technol, Dept Chem & Environm Sci, Gorakhpur 273010, Uttar Pradesh, India; [Singh, Atul. P.] Chandigarh Univ, Dept Chem, Mohali 140413, Punjab, India; [Gupta, Sarvesh K.] Madan Mohan Malaviya Univ Technol, Dept Phys & Mat Sci, Nano & Energy Storage Lab NanoESL, Gorakhpur 273010, Uttar Pradesh, India; [Tiwary, Dhanesh] BHU, Dept Chem, IIT, Banaras Hindu Univ Campus, Varanasi 221005, Uttar Pradesh, India; [Kim, Tae Wu] Mokpo Natl Univ, Dept Chem, Muan Gun 58554, Jeollanam Do, South Korea; [Baeg, Jin-Ook] Korea Res Inst Chem Technol, Daejeon 34114, South Korea",BHU | Chandigarh Univ | Korea Res Inst Chem Technol | Madan Mohan Malaviya Univ Technol | Mokpo Natl Univ,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C031,1,doi_conflict,2,2,WOS,ENERGY & FUELS,harvestingofsurfactantsolubilizedasphaltenesbymagneticnanoparticles|2022|toledo|energyfuels,2022,Toledo,Harvesting of Surfactant-Solubilized Asphaltenes by Magnetic Nanoparticles,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c01989,,10.1021/acs.energyfuels.2c01989,1,single,1.0,"[Toledo, Gabriel F. G.; Almeida, James M.; Brito, Adrianne M. M.; Batista, Carin C. S.; Andrade, Luana S.; de Arau, Daniele R.; de Araujo, Daniele R.; Icimoto, Marcelo Y.; Brochsztain, S.; Nantes, Iseli L.] Univ Fed ABC, BR-09210580 Santo Andre, SP, Brazil",Univ Fed ABC,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
C031,2,doi_conflict,2,2,WOS,ENERGY & FUELS,harvestingofsurfactantsolubilizedasphaltenesbymagneticnanoparticles|2022|toledo|energyfuels,2022,Toledo,Harvesting of Surfactant-Solubilized Asphaltenes by Magnetic Nanoparticles,title_cn_en,ENERGY & FUELS,WOS,WOS,10.1021/acs.energyfuels.2c0198911839,,10.1021/acs.energyfuels.2c0198911839,1,single,0.0,"[Toledo, Gabriel F. G.; Almeida, James M.; Brito, Adrianne M. M.; Batista, Carin C. S.; Andrade, Luana S.; de Araujo, Daniele R.; Brochsztain, S.; Nantes, Iseli L.] Univ Fed ABC, BR-09210580 Santo Andre, SP, Brazil; [Almeida, James M.] Ilum Escola Ciencia CNPEM, BR-13087548 Campinas, SP, Brazil; [Icimoto, Marcelo Y.] Univ Fed Sao Paulo, BR-04044020 Sao Paulo, SP, Brazil",Ilum Escola Ciencia CNPEM | Univ Fed ABC | Univ Fed Sao Paulo,,Same strict meta key but multiple distinct standard DOI keys; kept separate for manual review.
